名称,1,2,流域,桥面高,桥底高,高差,桥长,桥宽,
西沟桥,409254.148,3617476.567,西沟,1889.10,1884.63,4.47,26.72,3.4,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
